"period","date","site","diver","transect","side","distance","tag","time","blade_count","Sbulb_max","timestamp","stipe_length","presence","punch_length","punch_blade_length","blade_avg_length","sori"
"2019-Jul","2019-07-06","North","ZM",1,"R",5,NA,NA,NA,31,1,407,NA,NA,NA,100,"0"
"2019-Jul","2019-07-06","North","ZM",1,"R",5,NA,NA,NA,36,1,602,NA,NA,NA,222,"0"
"2019-Jul","2019-07-06","North","ZM",1,"R",5.5,NA,NA,NA,38,1,625,NA,NA,NA,181,"0"
"2019-Jul","2019-07-06","North","ZM",1,"R",8,NA,NA,NA,45,1,463,NA,NA,NA,200,"L"
"2019-Jul","2019-07-06","North","ZM",1,"R",18,NA,NA,NA,28,1,291,NA,NA,NA,135,"0"
"2019-Jul","2019-07-06","Second","DNO",1,"L",5.9,268,"9:30:00",82,63,2,NA,"y",88,193,NA,NA
"2019-Jul","2019-07-06","Second","DNO",1,"L",12.6,280.1,"9:30:00",65,43,2,NA,"y",79,224,NA,NA
"2019-Jul","2019-07-06","Second","DNO",1,"L",18,297.1,"9:30:00",29,34,2,NA,"y",84,160,NA,NA
"2019-Jul","2019-07-06","Second","DNO",1,"R",10,290,"9:30:00",64,45,2,NA,"y",95,245,NA,NA
"2019-Jul","2019-07-06","Second","DNO",1,"R",12,294,"9:30:00",71,53,2,NA,"y",87,100,NA,NA
"2019-Jul","2019-07-06","Second","DNO",1,"R",14,279.1,"9:30:00",24,37,2,NA,"y",57,104,NA,NA
"2019-Jul","2019-07-06","Second","DVM",1,"L",5.4,NA,NA,NA,30,1,360,NA,NA,NA,148,"0"
"2019-Jul","2019-07-06","Second","DVM",1,"L",9.8,NA,NA,NA,19,1,202,NA,NA,NA,100,"0"
"2019-Jul","2019-07-06","Second","DVM",1,"L",10.5,NA,NA,NA,22,1,290,NA,NA,NA,98,"0"
"2019-Jul","2019-07-06","Second","DVM",1,"L",12,NA,NA,NA,51,1,458,NA,NA,NA,208,"0"
"2019-Jul","2019-07-06","Second","DVM",1,"L",13.6,NA,NA,NA,5,1,50,NA,NA,NA,107,"0"
"2019-Jul","2019-07-06","Second","DVM",1,"L",13.6,NA,NA,NA,19,1,185,NA,NA,NA,139,"0"
"2019-Jul","2019-07-06","Second","DVM",1,"L",15,NA,NA,NA,4,1,51,NA,NA,NA,37,"0"
"2019-Jul","2019-07-06","Second","DVM",1,"L",15,NA,NA,NA,6,1,46,NA,NA,NA,35,"0"
"2019-Jul","2019-07-06","Second","DVM",1,"R",5,NA,NA,NA,24,1,154,NA,NA,NA,101,"0"
"2019-Jul","2019-07-06","Second","DVM",1,"R",5.5,NA,NA,NA,30,1,312,NA,NA,NA,160,"0"
"2019-Jul","2019-07-06","Second","DVM",1,"R",9.8,NA,NA,NA,44,1,480,NA,NA,NA,262,"0"
"2019-Jul","2019-07-06","Second","DVM",1,"R",12.8,NA,NA,NA,35,1,369,NA,NA,NA,213,"0"
"2019-Jul","2019-07-06","Second","DVM",1,"R",14.2,NA,NA,NA,46,1,463,NA,NA,NA,300,"0"
"2019-Jul","2019-07-06","Second","DVM",1,"R",15.4,NA,NA,NA,12,1,113,NA,NA,NA,86,"0"
"2019-Jul","2019-07-06","Second","DVM",2,"L",3,NA,NA,NA,55,1,463,NA,NA,NA,214,"L"
"2019-Jul","2019-07-06","Second","DVM",2,"R",1,NA,NA,NA,21,1,235,NA,NA,NA,72,"0"
"2019-Jul","2019-07-06","Second","DVM",2,"R",1,NA,NA,NA,36,1,417,NA,NA,NA,150,"0"
"2019-Jul","2019-07-06","Second","DVM",2,"R",1,NA,NA,NA,47,1,367,NA,NA,NA,220,"0"
"2019-Jul","2019-07-06","Second","DVM",2,"R",3,NA,NA,NA,34,1,436,NA,NA,NA,113,"0"
"2019-Jul","2019-07-06","Second","DVM",2,"R",3.5,NA,NA,NA,34,1,295,NA,NA,NA,102,"0"
"2019-Jul","2019-07-06","Second","DVM",2,"R",3.5,NA,NA,NA,35,1,413,NA,NA,NA,140,"0"
"2019-Jul","2019-07-06","Second","DVM",2,"R",3.5,NA,NA,NA,38,1,371,NA,NA,NA,190,"0"
"2019-Jul","2019-07-06","Second","DVM",2,"R",3.5,NA,NA,NA,42,1,419,NA,NA,NA,170,"0"
"2019-Jul","2019-07-06","Second","DVM",2,"R",3.7,NA,NA,NA,24,1,380,NA,NA,NA,93,"0"
"2019-Jul","2019-07-06","Second","DVM",2,"R",3.8,NA,NA,NA,18,1,140,NA,NA,NA,78,"0"
"2019-Jul","2019-07-06","Second","DVM",2,"R",3.8,NA,NA,NA,50,1,411,NA,NA,NA,190,"0"
"2019-Jul","2019-07-06","Second","DVM",2,"R",4,NA,NA,NA,36,1,460,NA,NA,NA,160,"0"
"2019-Jul","2019-07-06","Second","DVM",2,"R",5,NA,NA,NA,22,1,295,NA,NA,NA,116,"0"
"2019-Jul","2019-07-06","Second","OP",2,"L",9,25,"9:30:00",NA,NA,2,NA,"n",NA,NA,NA,NA
"2019-Jul","2019-07-06","Second","OP",2,"L",15.8,21,"9:30:00",10,12,2,NA,"y",NA,NA,NA,NA
"2019-Jul","2019-07-06","Second","OP",2,"L",16.7,23,"9:30:00",16,10,2,NA,"y",NA,NA,NA,NA
"2019-Jul","2019-07-06","Second","OP",2,"L",19.6,37,"9:30:00",32,21,2,NA,"y",60,124,NA,NA
"2019-Jul","2019-07-06","Second","OP",2,"R",4,260,"9:30:00",16,23,2,NA,"y",32,63,NA,NA
"2019-Jul","2019-07-06","Second","OP",2,"R",4.1,255,"9:30:00",43,37,2,NA,"y",63,124,NA,NA
"2019-Jul","2019-07-06","Second","OP",2,"R",14,48,"9:30:00",6,16,2,NA,"y",48.5,97,NA,NA
"2019-Jul","2019-07-06","Second","OP",3,"R",8.5,5,"9:30:00",58,37,2,NA,"y",73.5,159,NA,NA
"2019-Jul","2019-07-06","Second","OP",3,"R",18.1,253,"9:30:00",NA,NA,2,NA,"n",NA,NA,NA,NA
"2019-Jul","2019-07-06","Second","OP",3,"R",18.3,0,"9:30:00",18,16,2,NA,"y",49,112,NA,NA
"2019-Jul","2019-07-06","Second","OP",3,"R",18.4,254,"9:30:00",40,30,2,NA,"y",58.5,128,NA,NA
"2019-Jul","2019-07-06","Second","ZM",2,"L",3.3,NA,NA,NA,42,1,392,NA,NA,NA,142,"0"
"2019-Jul","2019-07-06","Second","ZM",2,"L",5.5,NA,NA,NA,40,1,358,NA,NA,NA,152,"0"
"2019-Jul","2019-07-06","Second","ZM",2,"L",5.5,NA,NA,NA,43,1,480,NA,NA,NA,320,"0"
"2019-Jul","2019-07-06","Second","ZM",2,"R",20,NA,NA,NA,5,1,63,NA,NA,NA,32,"0"
"2019-Jul","2019-07-06","Second","ZM",2,"R",20,NA,NA,NA,7,1,88,NA,NA,NA,48,"0"
"2019-Jul","2019-07-06","Second","ZM",2,"R",20,NA,NA,NA,9,1,236,NA,NA,NA,88,"0"
"2019-Jul","2019-07-06","Second","ZM",3,"R",5,NA,NA,NA,7,1,44,NA,NA,NA,44,"0"
"2019-Jul","2019-07-07","Manley","DNO",2,"L",1.2,233,"12:30:00",17,38,2,NA,"y",20,42,NA,NA
"2019-Jul","2019-07-07","Manley","DNO",2,"L",13,225,"12:30:00",33,38,2,NA,"y",41,150,NA,NA
"2019-Jul","2019-07-07","Manley","DNO",2,"L",16,241,"12:30:00",29,42,2,NA,"y",52,145,NA,NA
"2019-Jul","2019-07-07","Manley","DNO",2,"R",1.8,240,"12:30:00",NA,NA,2,NA,"n",NA,NA,NA,NA
"2019-Jul","2019-07-07","Manley","DNO",2,"R",9.4,229,"12:30:00",38,48,2,NA,"y",25,100,NA,NA
"2019-Jul","2019-07-07","Manley","DNO",2,"R",13.8,245,"12:30:00",31,36,2,NA,"y",38,115,NA,NA
"2019-Jul","2019-07-07","Manley","DNO",2,"R",15.8,235,"12:30:00",44,47,2,NA,"y",46,130,NA,NA
"2019-Jul","2019-07-07","Manley","OP",1,"L",6.4,237,"12:30:00",20,10,2,NA,"y",30,50,NA,NA
"2019-Jul","2019-07-07","Manley","OP",1,"L",14.4,246,"12:30:00",16,15,2,NA,"y",28.5,65,NA,NA
"2019-Jul","2019-07-07","Manley","OP",1,"R",1.7,238,"12:30:00",34,16,2,NA,"y",34.5,74,NA,NA
"2019-Jul","2019-07-07","Manley","OP",1,"R",17.4,247,"12:30:00",15,12,2,NA,"y",22,44,NA,NA
"2019-Jul","2019-07-07","Manley","OP",1,"R",17.6,236,"12:30:00",28,10,2,NA,"y",90,189,NA,NA
"2019-Jul","2019-07-07","Manley","OP",1,"R",18.8,46,"12:30:00",69,46,2,NA,"y",44,97,NA,NA
"2019-Jul","2019-07-07","Manley","OP",1,"R",19.8,228,"12:30:00",14,38,2,NA,"y",56,138,NA,NA
"2019-Jul","2019-07-07","Manley","OP",3,"R",4.5,244,"12:30:00",30,21,2,NA,"y",20,56,NA,NA
"2019-Jul","2019-07-07","Triquetta","DNO",2,"L",1,266,"10:00:00",22,26,2,NA,"y",28,70,NA,NA
"2019-Jul","2019-07-07","Triquetta","DNO",2,"L",2,NA,NA,NA,29,1,473,NA,NA,NA,49,"0"
"2019-Jul","2019-07-07","Triquetta","DNO",2,"L",3,NA,NA,NA,46,1,507,NA,NA,NA,83,"0"
"2019-Jul","2019-07-07","Triquetta","DNO",2,"L",4.5,NA,NA,NA,21,1,393,NA,NA,NA,56,"0"
"2019-Jul","2019-07-07","Triquetta","DNO",2,"L",5,269.1,"10:00:00",72,50,2,NA,"y",53,141,NA,NA
"2019-Jul","2019-07-07","Triquetta","DNO",2,"L",8,NA,NA,NA,44,1,600,NA,NA,NA,107,"L"
"2019-Jul","2019-07-07","Triquetta","DNO",2,"L",14,NA,NA,NA,48,1,498,NA,NA,NA,125,"L"
"2019-Jul","2019-07-07","Triquetta","DNO",2,"L",16,NA,NA,NA,29,1,450,NA,NA,NA,51,"0"
"2019-Jul","2019-07-07","Triquetta","DNO",2,"R",0.9,NA,NA,NA,56,1,590,NA,NA,NA,145,"0"
"2019-Jul","2019-07-07","Triquetta","DNO",2,"R",2.5,NA,NA,NA,NA,1,469,NA,NA,NA,18,"0"
"2019-Jul","2019-07-07","Triquetta","DNO",2,"R",10,NA,NA,NA,51,1,540,NA,NA,NA,120,"L"
"2019-Jul","2019-07-07","Triquetta","DNO",2,"R",11,NA,NA,NA,26,1,653,NA,NA,NA,91,"0"
"2019-Jul","2019-07-07","Triquetta","DNO",3,"L",3.5,234,"10:00:00",31,32,2,NA,"y",16,60,NA,NA
"2019-Jul","2019-07-07","Triquetta","DNO",3,"L",5,231,"10:00:00",37,50,2,NA,"y",62,82,NA,NA
"2019-Jul","2019-07-07","Triquetta","DNO",3,"L",6,278,"10:00:00",41,46,2,NA,"y",63,65,NA,NA
"2019-Jul","2019-07-07","Triquetta","DNO",3,"R",9,243,"10:00:00",55,56,2,NA,"y",56,101,NA,NA
"2019-Jul","2019-07-07","Triquetta","DNO",3,"R",15,248,"10:00:00",55,28,2,NA,"y",56,132,NA,NA
"2019-Jul","2019-07-07","Triquetta","LL",1,"L",1,NA,NA,NA,23,1,30,NA,NA,NA,115,"0"
"2019-Jul","2019-07-07","Triquetta","LL",1,"L",5,NA,NA,NA,20,1,283,NA,NA,NA,77,"0"
"2019-Jul","2019-07-07","Triquetta","LL",1,"L",11,NA,NA,NA,15,1,295,NA,NA,NA,63,"0"
"2019-Jul","2019-07-07","Triquetta","LL",1,"L",13,NA,NA,NA,37,1,413,NA,NA,NA,150,"0"
"2019-Jul","2019-07-07","Triquetta","LL",1,"L",16,NA,NA,NA,34,1,435,NA,NA,NA,93,"0"
"2019-Jul","2019-07-07","Triquetta","LL",1,"L",19,NA,NA,NA,35,1,422,NA,NA,NA,92,"0"
"2019-Jul","2019-07-07","Triquetta","LL",1,"L",19.5,NA,NA,NA,34,1,366,NA,NA,NA,100,"0"
"2019-Jul","2019-07-07","Triquetta","LL",1,"R",7,NA,NA,NA,16,1,358,NA,NA,NA,70,"0"
"2019-Jul","2019-07-07","Triquetta","LL",1,"R",9,NA,NA,NA,37,1,479,NA,NA,NA,108,"0"
"2019-Jul","2019-07-07","Triquetta","LL",1,"R",13,NA,NA,NA,25,1,471,NA,NA,NA,66,"0"
"2019-Jul","2019-07-07","Triquetta","OP",1,"L",0.8,6.1,"10:00:00",22,23,2,NA,"y",30,63,NA,NA
"2019-Jul","2019-07-07","Triquetta","OP",1,"L",9,7.2,"10:00:00",41,25,2,NA,"y",37,82,NA,NA
"2019-Jul","2019-07-07","Triquetta","OP",1,"L",17.5,4.2,"10:00:00",36,22,2,NA,"y",41,99,NA,NA
"2019-Jul","2019-07-07","Triquetta","OP",1,"R",3.5,8.1,"10:00:00",39,34,2,NA,"y",55.5,101,NA,NA
"2019-Jul","2019-07-07","Triquetta","OP",1,"R",18.3,10.2,"10:00:00",61,42,2,NA,"y",37,97,NA,NA
"2019-Jul","2019-07-07","Triquetta","OP",2,"L",10.9,9.2,"10:00:00",31,32,2,NA,"y",19,51,NA,NA
"2019-Jul","2019-07-07","Triquetta","OP",2,"L",19,2.1,"10:00:00",50,39,2,NA,"y",49,120,NA,NA
"2019-Jul","2019-07-07","Triquetta","OP",2,"R",6,1.2,"10:00:00",73,48,2,NA,"y",49,123,NA,NA
"2019-Jul","2019-07-07","Triquetta","ZM",2,"L",0.5,NA,NA,NA,34,1,415,NA,NA,NA,65,"0"
"2019-Jul","2019-07-07","Triquetta","ZM",2,"L",4.3,NA,NA,NA,41,1,473,NA,NA,NA,134,"0"
"2019-Jul","2019-07-07","Triquetta","ZM",2,"L",9.1,NA,NA,NA,37,1,503,NA,NA,NA,101,"0"
"2019-Jul","2019-07-07","Triquetta","ZM",2,"L",12.2,NA,NA,NA,27,1,523,NA,NA,NA,81,"0"
"2019-Jul","2019-07-07","Triquetta","ZM",2,"L",16,NA,NA,NA,40,1,589,NA,NA,NA,154,"0"
"2019-Jul","2019-07-07","Triquetta","ZM",2,"R",2.2,NA,NA,NA,37,1,465,NA,NA,NA,80,"0"
"2019-Jul","2019-07-07","Triquetta","ZM",2,"R",6.8,NA,NA,NA,50,1,617,NA,NA,NA,177,"L"
"2019-Jul","2019-07-07","Triquetta","ZM",2,"R",10.1,NA,NA,NA,48,1,442,NA,NA,NA,131,"L"
"2019-Jul","2019-07-07","Triquetta","ZM",2,"R",14,NA,NA,NA,39,1,506,NA,NA,NA,83,"0"
"2019-Jul","2019-07-07","Triquetta","ZM",2,"R",18.2,NA,NA,NA,28,1,547,NA,NA,NA,63,"0"
"2019-Jul","2019-07-19","Manley","DNO",2,"L",1.2,233,"10:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2019-Jul","2019-07-19","Manley","DNO",2,"L",13,225,"10:00:00",61,NA,3,256,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Manley","DNO",2,"L",16,241,"10:00:00",36,NA,3,357,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Manley","DNO",2,"R",1.8,240,"10:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2019-Jul","2019-07-19","Manley","DNO",2,"R",9.4,229,"10:00:00",59,NA,3,358,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Manley","DNO",2,"R",13.8,245,"10:00:00",41,NA,3,274,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Manley","DNO",2,"R",15.8,235,"10:00:00",74,NA,3,380,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Manley","OP",1,"L",6.4,237,"10:00:00",32,NA,3,150,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Manley","OP",1,"L",14.4,246,"10:00:00",28,NA,3,198,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Manley","OP",1,"R",1.7,238,"10:00:00",30,NA,3,167,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Manley","OP",1,"R",17.4,247,"10:00:00",31,NA,3,124,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Manley","OP",1,"R",17.6,236,"10:00:00",75,NA,3,376,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Manley","OP",1,"R",18.8,46,"10:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2019-Jul","2019-07-19","Manley","OP",1,"R",19.8,228,"10:00:00",4,NA,3,307,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Manley","OP",3,"R",4.5,244,"10:00:00",34,NA,3,300,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","North","DNO",2,"R",18.5,230,"13:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2019-Jul","2019-07-19","North","DNO",3,"L",10,226,"14:00:00",40,NA,3,368,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","North","DNO",3,"L",12.8,96.1,"14:00:00",37,NA,3,439,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","North","DNO",3,"R",7,242,"14:00:00",42,NA,3,409,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","North","DNO",3,"R",10.4,232,"14:00:00",39,NA,3,317,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","North","DNO",3,"R",16,249,"14:00:00",53,NA,3,466,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","North","DNO",3,"R",17.2,227,"14:00:00",42,NA,3,420,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","North","LL",1,"L",4.5,239,"14:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2019-Jul","2019-07-19","North","LL",1,"L",5.3,299,"14:00:00",26,NA,3,515,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","North","LL",1,"L",7.5,287.1,"14:00:00",50,NA,3,430,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","North","LL",2,"L",4.8,289.1,"14:00:00",41,NA,3,494,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","North","LL",2,"L",17.5,284,"14:00:00",50,NA,3,370,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","North","LL",2,"L",17.6,291.1,"14:00:00",27,NA,3,390,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","North","LL",2,"R",1.5,295.1,"14:00:00",68,NA,3,528,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","North","LL",2,"R",6.3,275.1,"14:00:00",60,NA,3,328,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","North","LL",2,"R",13.8,293.1,"14:00:00",38,NA,3,404,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Second","DNO",1,"L",5.9,268,"13:00:00",83,NA,3,393,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Second","DNO",1,"L",12.6,280.1,"13:00:00",65,NA,3,533,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Second","DNO",1,"L",18,297.1,"13:00:00",41,NA,3,339,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Second","DNO",1,"R",10,290,"13:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2019-Jul","2019-07-19","Second","DNO",1,"R",12,294,"13:00:00",75,NA,3,413,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Second","DNO",1,"R",14,279.1,"13:00:00",48,NA,3,339,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Second","OP",2,"L",9,25,"13:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2019-Jul","2019-07-19","Second","OP",2,"L",15.8,21,"13:00:00",19,NA,3,185,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Second","OP",2,"L",16.7,23,"13:00:00",19,NA,3,191,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Second","OP",2,"L",19.6,37,"13:00:00",47,NA,3,366,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Second","OP",2,"R",4,260,"11:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2019-Jul","2019-07-19","Second","OP",2,"R",4.1,255,"11:00:00",38,NA,3,351,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Second","OP",2,"R",14,48,"13:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2019-Jul","2019-07-19","Second","OP",3,"R",8.5,5,"13:00:00",62,NA,3,332,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Second","OP",3,"R",18.1,253,"13:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2019-Jul","2019-07-19","Second","OP",3,"R",18.3,0,"13:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2019-Jul","2019-07-19","Second","OP",3,"R",18.4,254,"13:00:00",58,NA,3,310,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Triquetta","DNO",2,"L",1,266,"11:00:00",22,NA,3,388,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Triquetta","DNO",2,"L",5,269.1,"11:00:00",81,NA,3,476,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Triquetta","DNO",3,"L",3.5,234,"11:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2019-Jul","2019-07-19","Triquetta","DNO",3,"L",5,231,"11:00:00",53,NA,3,527,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Triquetta","DNO",3,"L",6,278,"11:00:00",50,NA,3,475,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Triquetta","DNO",3,"R",9,243,"11:00:00",66,NA,3,555,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Triquetta","DNO",3,"R",15,248,"11:00:00",25,NA,3,571,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Triquetta","OP",1,"L",0.8,6.1,"11:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2019-Jul","2019-07-19","Triquetta","OP",1,"L",9,7.2,"11:00:00",34,NA,3,431,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Triquetta","OP",1,"L",17.5,4.2,"11:00:00",42,NA,3,367,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Triquetta","OP",1,"R",3.5,8.1,"11:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2019-Jul","2019-07-19","Triquetta","OP",1,"R",18.3,10.2,"11:00:00",38,NA,3,468,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Triquetta","OP",2,"L",10.9,9.2,"11:00:00",71,NA,3,543,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Triquetta","OP",2,"L",19,2.1,"11:00:00",44,NA,3,577,"y",NA,NA,NA,NA
"2019-Jul","2019-07-19","Triquetta","OP",2,"R",6,1.2,"11:00:00",NA,NA,3,NA,"n",NA,NA,NA,NA
"2019-Jul","2019-07-20","Manley","KH",1,NA,2,NA,NA,NA,12,1,162,NA,NA,NA,40,"0"
"2019-Jul","2019-07-20","Manley","KH",1,NA,4,NA,NA,NA,11,1,122,NA,NA,NA,40,"0"
"2019-Jul","2019-07-20","Manley","KH",1,NA,4.5,NA,NA,NA,16,1,135,NA,NA,NA,17,"0"
"2019-Jul","2019-07-20","Manley","KH",1,NA,6,NA,NA,NA,25,1,248,NA,NA,NA,20,"0"
"2019-Jul","2019-07-20","Manley","KH",1,NA,12.5,NA,NA,NA,43,1,259,NA,NA,NA,80,"0"
"2019-Jul","2019-07-20","Manley","KH",1,NA,13,NA,NA,NA,32,1,191,NA,NA,NA,80,"0"
"2019-Jul","2019-07-20","Manley","KH",1,NA,13.5,NA,NA,NA,18,1,160,NA,NA,NA,80,"0"
"2019-Jul","2019-07-20","Manley","KH",1,NA,19.5,NA,NA,NA,22,1,273,NA,NA,NA,30,"0"
"2019-Jul","2019-07-20","Manley","KH",1,NA,19.5,NA,NA,NA,32,1,315,NA,NA,NA,70,"0"
"2019-Jul","2019-07-20","Manley","KH",1,NA,19.8,NA,NA,NA,8,1,137,NA,NA,NA,30,"0"
"2019-Jul","2019-07-20","Manley","KH",1,NA,19.8,NA,NA,NA,8,1,147,NA,NA,NA,50,"0"
"2019-Jul","2019-07-20","Manley","KH",1,NA,19.9,NA,NA,NA,12,1,134,NA,NA,NA,42,"0"
"2019-Jul","2019-07-20","Manley","KH",1,NA,19.9,NA,NA,NA,43,1,369,NA,NA,NA,50,"0"
"2019-Jul","2019-07-20","Manley","KH",1,NA,19.9,NA,NA,NA,46,1,439,NA,NA,NA,90,"0"
"2019-Jul","2019-07-20","Manley","LL",2,NA,13,NA,NA,NA,44,1,316,NA,NA,NA,108,"0"
"2019-Jul","2019-07-20","Manley","LL",2,NA,13,NA,NA,NA,46,1,350,NA,NA,NA,97,"0"
"2019-Jul","2019-07-20","Manley","LL",2,NA,16,NA,NA,NA,20,1,150,NA,NA,NA,55,"0"
"2019-Jul","2019-07-20","Manley","LL",2,NA,17,NA,NA,NA,16,1,106,NA,NA,NA,65,"0"
"2019-Jul","2019-07-20","Manley","LL",2,NA,17,NA,NA,NA,46,1,345,NA,NA,NA,97,"L"
"2019-Jul","2019-07-20","Manley","LL",3,NA,13,NA,NA,NA,45,1,372,NA,NA,NA,90,"0"
"2019-Jul","2019-07-20","Manley","LL",3,NA,20,NA,NA,NA,19,1,171,NA,NA,NA,72,"0"
"2019-Jul","2019-07-20","Manley","LL",3,NA,20,NA,NA,NA,35,1,355,NA,NA,NA,95,"0"
"2019-Jul","2019-07-20","Manley","LL",3,NA,20,NA,NA,NA,38,1,273,NA,NA,NA,83,"0"
"2019-Jul","2019-07-20","Manley","LL",3,NA,20,NA,NA,NA,47,1,400,NA,NA,NA,115,"0"
"2019-Jul","2019-07-20","North","KH",1,NA,3,NA,NA,NA,42,1,407,NA,NA,NA,125,"0"
"2019-Jul","2019-07-20","North","KH",1,NA,3.1,NA,NA,NA,42,1,522,NA,NA,NA,130,"L"
"2019-Jul","2019-07-20","North","KH",1,NA,3.5,NA,NA,NA,48,1,554,NA,NA,NA,160,"H"
"2019-Jul","2019-07-20","North","KH",1,NA,4,NA,NA,NA,36,1,419,NA,NA,NA,13,"0"
"2019-Jul","2019-07-20","North","KH",1,NA,4,NA,NA,NA,49,1,577,NA,NA,NA,240,"H"
"2019-Jul","2019-07-20","North","KH",1,NA,4,NA,NA,NA,53,1,680,NA,NA,NA,180,"L"
"2019-Jul","2019-07-20","North","KH",1,NA,6,NA,NA,NA,62,1,549,NA,NA,NA,240,"H"
"2019-Jul","2019-07-20","North","KH",1,NA,6.2,NA,NA,NA,33,1,627,NA,NA,NA,90,"L"
"2019-Jul","2019-07-20","North","KH",1,NA,6.2,NA,NA,NA,51,1,676,NA,NA,NA,150,"L"
"2019-Jul","2019-07-20","North","KH",1,NA,7,NA,NA,NA,47,1,490,NA,NA,NA,170,"H"
"2019-Jul","2019-07-20","North","KH",1,NA,7,NA,NA,NA,51,1,555,NA,NA,NA,160,"L"
"2019-Jul","2019-07-20","North","KH",1,NA,7.2,NA,NA,NA,33,1,605,NA,NA,NA,130,"0"
"2019-Jul","2019-07-20","North","KH",1,NA,7.3,NA,NA,NA,36,1,649,NA,NA,NA,220,"H"
"2019-Jul","2019-07-20","North","KH",1,NA,9,NA,NA,NA,49,1,493,NA,NA,NA,160,"H"
"2019-Jul","2019-07-20","North","KH",1,NA,18,NA,NA,NA,52,1,558,NA,NA,NA,180,"L"
"2019-Jul","2019-07-20","North","LL",2,NA,0,NA,NA,NA,52,1,554,NA,NA,NA,144,"L"
"2019-Jul","2019-07-20","North","LL",2,NA,0,NA,NA,NA,59,1,570,NA,NA,NA,185,"L"
"2019-Jul","2019-07-20","North","LL",2,NA,6,NA,NA,NA,41,1,493,NA,NA,NA,137,"H"
"2019-Jul","2019-07-20","North","LL",2,NA,6,NA,NA,NA,59,1,416,NA,NA,NA,190,"L"
"2019-Jul","2019-07-20","North","LL",2,NA,6,NA,NA,NA,61,1,529,NA,NA,NA,163,"L"
