period,date,site,diver,transect,side,dist,Sbulb_max,comments
2026-Jan,2026-01-13,Owen,DCO,2,R,1,20,
2026-Jan,2026-01-13,Owen,DCO,3,R,5,16,
2026-Jan,2026-01-13,Owen,DCO,3,R,6,12,
2026-Jan,2026-01-13,Owen,DCO,3,R,8,10,
2026-Jan,2026-01-13,Owen,DCO,3,R,15,9,
2026-Jan,2026-01-13,Owen,DCO,3,L,15,11,
2026-Apr,2026-04-24,Owen,ZM,1,R,30,30,
2026-Apr,2026-04-24,Owen,ZM,1,L,27,20,
2026-Apr,2026-04-24,Owen,ZM,1,L,26,30,
2026-Apr,2026-04-24,Owen,ZM,1,R,24,25,
2026-Apr,2026-04-24,Owen,ZM,1,L,20,40,
2026-Apr,2026-04-24,Owen,ZM,1,R,20,22,
2026-Apr,2026-04-24,Owen,ZM,1,L,16,32,
2026-Apr,2026-04-24,Owen,ZM,1,R,15,23,
2026-Apr,2026-04-24,Owen,ZM,1,R,12,27,
2026-Apr,2026-04-24,Owen,ZM,1,R,7,26,
2026-Apr,2026-04-24,Owen,ZM,2,R,2,32,
2026-Apr,2026-04-24,Owen,ZM,2,L,3,24,
2026-Apr,2026-04-24,Owen,ZM,2,L,5,28,
2026-Apr,2026-04-24,Owen,ZM,2,L,8,64,
2026-Apr,2026-04-24,Owen,ZM,2,L,10,30,
2026-Apr,2026-04-24,Owen,ZM,2,R,14,36,
2026-Apr,2026-04-24,Owen,ZM,2,R,15,44,
2026-Apr,2026-04-24,Owen,ZM,2,R,19,26,
2026-Apr,2026-04-24,Owen,ZM,2,L,20,32,
2026-Apr,2026-04-24,Owen,ZM,2,L,26,34,
2026-Jul,2026-07-06,Second,DVM,1,L,20,21,
2026-Jul,2026-07-06,Second,DVM,1,L,19,24,
2026-Jul,2026-07-06,Second,DVM,1,L,16,19,
2026-Jul,2026-07-06,Second,DVM,1,L,14,10,
2026-Jul,2026-07-06,Second,DVM,1,L,12,8,
2026-Jul,2026-07-06,Second,DVM,1,L,9,42,
2026-Jul,2026-07-06,Second,DVM,1,L,8,5,
2026-Jul,2026-07-06,Second,DVM,1,L,5,20,
2026-Jul,2026-07-06,Second,DVM,1,L,2,12,
2026-Jul,2026-07-06,Second,DVM,1,R,0,30,
2026-Jul,2026-07-06,Second,DVM,1,R,4,46,
2026-Jul,2026-07-06,Second,DVM,1,R,6,47,
2026-Jul,2026-07-06,Second,DVM,1,R,7,27,
2026-Jul,2026-07-06,Second,DVM,1,R,10,26,
2026-Jul,2026-07-06,Second,DVM,1,R,13,11,
2026-Jul,2026-07-07,North,OP,1,R,12,11,
2026-Jul,2026-07-07,North,OP,1,R,13,29,
2026-Jul,2026-07-07,North,OP,1,R,14,9,
2026-Jul,2026-07-07,North,OP,1,R,15,15,
2026-Jul,2026-07-07,North,OP,1,R,16,7,
2026-Jul,2026-07-07,North,OP,1,R,17,15,
2026-Jul,2026-07-07,North,OP,1,R,17,6,
2026-Jul,2026-07-07,North,OP,1,R,17,12,
2026-Jul,2026-07-07,North,OP,1,R,20,13,
2026-Jul,2026-07-07,North,OP,1,R,20,27,
2026-Jul,2026-07-07,North,OP,1,L,20,33,
2026-Jul,2026-07-07,North,OP,1,L,16,16,
2026-Jul,2026-07-07,North,OP,1,L,16,10,
2026-Jul,2026-07-07,North,OP,1,L,16,16,
2026-Jul,2026-07-07,North,OP,1,L,16,29,
2026-Jul,2026-07-06,Second,SMM,2,L,13,10,
2026-Jul,2026-07-06,Second,SMM,2,L,10,3,
2026-Jul,2026-07-06,Second,SMM,2,L,10,20,
2026-Jul,2026-07-06,Second,SMM,2,L,7,4,
2026-Jul,2026-07-06,Second,SMM,2,L,5,5,
2026-Jul,2026-07-06,Second,SMM,2,L,4,22,
2026-Jul,2026-07-06,Second,SMM,2,L,3,40,
2026-Jul,2026-07-06,Second,SMM,2,R,1,40,
2026-Jul,2026-07-06,Second,SMM,2,R,4,6,
2026-Jul,2026-07-06,Second,SMM,2,R,7,33,
2026-Jul,2026-07-06,Second,SMM,2,R,8,23,
2026-Jul,2026-07-06,Second,SMM,2,R,11,9,
2026-Jul,2026-07-06,Second,SMM,2,R,15,3,
2026-Jul,2026-07-06,Second,SMM,2,R,17,6,
2026-Jul,2026-07-06,Second,SMM,2,R,19,4,
2026-Jul,2026-07-07,North,SMM,2,L,20,22,
2026-Jul,2026-07-07,North,SMM,,L,16,2,
2026-Jul,2026-07-07,North,SMM,,L,11,4,
2026-Jul,2026-07-07,North,SMM,,R,8,8,
2026-Jul,2026-07-07,North,SMM,,L,9,2,
2026-Jul,2026-07-07,North,SMM,,L,9,1,
2026-Jul,2026-07-07,North,SMM,,L,9,20,
2026-Jul,2026-07-07,North,SMM,,L,12,2,
2026-Jul,2026-07-07,North,SMM,,L,14,18,
2026-Jul,2026-07-07,North,SMM,,L,15,2,
2026-Jul,2026-07-07,North,SMM,,L,18,6,
2026-Jul,2026-07-07,North,SMM,,L,18,2,
2026-Jul,2026-07-07,North,SMM,,L,19,5,
2026-Jul,2026-07-07,North,SMM,,R,20,11,
2026-Jul,2026-07-07,North,SMM,,R,20,2,
2026-Jul,2026-07-06,Second,DCO,,L,20,20,
2026-Jul,2026-07-06,Second,DCO,,L,19,4,
2026-Jul,2026-07-06,Second,DCO,,R,19,13,
2026-Jul,2026-07-06,Second,DCO,,L,15,21,
2026-Jul,2026-07-06,Second,DCO,,L,16,6,
2026-Jul,2026-07-06,Second,DCO,,R,16,10,
2026-Jul,2026-07-06,Second,DCO,,R,14,17,
2026-Jul,2026-07-06,Second,DCO,,R,14,36,
2026-Jul,2026-07-06,Second,DCO,,L,14,31,
2026-Jul,2026-07-06,Second,DCO,,L,14,29,
2026-Jul,2026-07-06,Second,DCO,,L,13,15,
2026-Jul,2026-07-06,Second,DCO,,R,13,10,
2026-Jul,2026-07-06,Second,DCO,,L,12,15,
2026-Jul,2026-07-06,Second,DCO,,L,10,32,
2026-Jul,2026-07-06,Second,DCO,,R,9,19,
2026-Jul,2026-07-07,North,DVM,3,R,0,21,
2026-Jul,2026-07-07,North,DVM,3,R,3,1,
2026-Jul,2026-07-07,North,DVM,3,R,4,28,
2026-Jul,2026-07-07,North,DVM,3,R,7,17,
2026-Jul,2026-07-07,North,DVM,3,R,8,22,
2026-Jul,2026-07-07,North,DVM,3,R,10,21,
2026-Jul,2026-07-07,North,DVM,3,R,13,8,
2026-Jul,2026-07-07,North,DVM,3,R,15,40,
2026-Jul,2026-07-07,North,DVM,3,R,16,8,
2026-Jul,2026-07-07,North,DVM,3,R,18,8,
2026-Jul,2026-07-07,North,DVM,3,R,20,16,
2026-Jul,2026-07-07,North,DVM,3,L,17,35,
2026-Jul,2026-07-07,North,DVM,3,L,15,22,
2026-Jul,2026-07-07,North,DVM,3,L,12,31,
2026-Jul,2026-07-07,North,DVM,3,L,10,7,
2026-Jul,2026-07-11,Manley,DCO,3,R,13,13,
2026-Jul,2026-07-11,Manley,DCO,na,na,na,9,took some extra measurements outside the plot
2026-Jul,2026-07-11,Manley,DCO,na,na,na,9,took some extra measurements outside the plot
2026-Jul,2026-07-11,Manley,DCO,na,na,na,26,took some extra measurements outside the plot
2026-Jul,2026-07-11,Manley,DCO,na,na,na,10,took some extra measurements outside the plot
2026-Jul,2026-07-13,Triquetta,SMM,3,L,19,3,
2026-Jul,2026-07-13,Triquetta,SMM,3,L,19,8,
2026-Jul,2026-07-13,Triquetta,SMM,3,L,19,28,
2026-Jul,2026-07-13,Triquetta,SMM,3,L,16,11,
2026-Jul,2026-07-13,Triquetta,SMM,3,L,16,2,
2026-Jul,2026-07-13,Triquetta,SMM,3,L,14,9,
2026-Jul,2026-07-13,Triquetta,SMM,3,L,12,3,
2026-Jul,2026-07-13,Triquetta,SMM,3,L,8,14,
2026-Jul,2026-07-13,Triquetta,SMM,3,L,6,2,
2026-Jul,2026-07-13,Triquetta,SMM,3,L,6,14,
2026-Jul,2026-07-13,Triquetta,SMM,3,R,3,19,
2026-Jul,2026-07-13,Triquetta,SMM,3,R,12,2,
2026-Jul,2026-07-13,Triquetta,SMM,3,R,12,6,
2026-Jul,2026-07-13,Triquetta,SMM,3,R,16,7,
2026-Jul,2026-07-13,Triquetta,SMM,3,R,16,9,
2026-Jul,2026-07-11,Manley,DVM,1,R,13,4,
2026-Jul,2026-07-11,Manley,DVM,1,R,15,5,
2026-Jul,2026-07-11,Manley,DVM,1,L,9,10,
2026-Jul,2026-07-13,Triquetta,DCO,2,L,0.5,17,
2026-Jul,2026-07-13,Triquetta,DCO,,R,12.8,9,
2026-Jul,2026-07-13,Triquetta,DCO,,R,15,11,
2026-Jul,2026-07-13,Triquetta,DCO,,R,24,17,"measurements taken on transect, but past the 20m mark. (at 24m)"
2026-Jul,2026-07-13,Triquetta,DCO,,R,24,26,"measurements taken on transect, but past the 20m mark. (at 24m)"
2026-Jul,2026-07-13,Triquetta,DCO,,L,18,6,
2026-Jul,2026-07-13,Triquetta,DCO,,L,15,12,
2026-Jul,2026-07-13,Triquetta,DCO,,L,15,15,
2026-Jul,2026-07-13,Triquetta,DCO,,L,12.5,6,
2026-Jul,2026-07-13,Triquetta,DCO,,L,12.5,7,
2026-Jul,2026-07-13,Triquetta,DCO,,L,10.8,18,
2026-Jul,2026-07-13,Triquetta,DCO,,L,4,17,
2026-Jul,2026-07-13,Triquetta,DCO,,L,4,16,
2026-Jul,2026-07-13,Triquetta,DCO,,L,3,10,
2026-Jul,2026-07-13,Triquetta,DCO,,L,3,7,
2026-Jul,2026-07-13,Triquetta,DVM,1,L,13.5,9,
2026-Jul,2026-07-13,Triquetta,DVM,1,L,10.8,8,
2026-Jul,2026-07-13,Triquetta,DVM,1,L,8,9,
2026-Jul,2026-07-13,Triquetta,DVM,1,L,8,13,
2026-Jul,2026-07-13,Triquetta,DVM,1,L,6,6,
2026-Jul,2026-07-13,Triquetta,DVM,1,L,9.5,11,
2026-Jul,2026-07-13,Triquetta,DVM,1,L,9,13,
2026-Jul,2026-07-13,Triquetta,DVM,1,L,10,10,
2026-Jul,2026-07-13,Triquetta,DVM,1,R,3.6,8,
2026-Jul,2026-07-13,Triquetta,DVM,1,R,10.1,7,
2026-Jul,2026-07-16,Breaker,DVM,3,L,19,57,
2026-Jul,2026-07-16,Breaker,DVM,3,L,18,41,
2026-Jul,2026-07-16,Breaker,DVM,3,L,16,24,
2026-Jul,2026-07-16,Breaker,DVM,3,L,15,48,
2026-Jul,2026-07-16,Breaker,DVM,3,L,13,22,
2026-Jul,2026-07-16,Breaker,DVM,3,L,12,41,
2026-Jul,2026-07-16,Breaker,DVM,3,L,11,52,
2026-Jul,2026-07-16,Breaker,DVM,3,R,9,40,
2026-Jul,2026-07-16,Breaker,DVM,3,R,8,60,
2026-Jul,2026-07-16,Breaker,DVM,3,R,8,38,
2026-Jul,2026-07-16,Breaker,DVM,3,R,6,42,
2026-Jul,2026-07-16,Breaker,DVM,3,R,5,45,
2026-Jul,2026-07-16,Breaker,DVM,3,R,3,32,
2026-Jul,2026-07-16,Breaker,DVM,3,R,3,34,
2026-Jul,2026-07-16,Breaker,DVM,3,R,0,25,
2026-Jul,2026-07-16,Ratatouille,BW,2,L,1,39,
2026-Jul,2026-07-16,Ratatouille,BW,2,L,2,61,
2026-Jul,2026-07-16,Ratatouille,BW,2,L,2,43,
2026-Jul,2026-07-16,Ratatouille,BW,2,L,3,12,
2026-Jul,2026-07-16,Ratatouille,BW,2,L,4,40,
2026-Jul,2026-07-16,Ratatouille,BW,2,L,6,47,
2026-Jul,2026-07-16,Ratatouille,BW,2,L,8,27,
2026-Jul,2026-07-16,Ratatouille,BW,2,L,8,33,
2026-Jul,2026-07-16,Ratatouille,BW,2,L,11,36,
2026-Jul,2026-07-16,Ratatouille,BW,2,L,11,42,
2026-Jul,2026-07-16,Ratatouille,BW,2,L,11,52,
2026-Jul,2026-07-16,Ratatouille,BW,2,L,13,54,
2026-Jul,2026-07-16,Ratatouille,BW,2,L,13,41,
2026-Jul,2026-07-16,Ratatouille,BW,2,L,14,28,
2026-Jul,2026-07-16,Ratatouille,BW,2,L,16,51,
2026-Jul,2026-07-16,Ratatouille,DVM,1,L,20,32,
2026-Jul,2026-07-16,Ratatouille,DVM,1,L,19,21,
2026-Jul,2026-07-16,Ratatouille,DVM,1,L,17,32,
2026-Jul,2026-07-16,Ratatouille,DVM,1,L,16,19,
2026-Jul,2026-07-16,Ratatouille,DVM,1,L,15,15,
2026-Jul,2026-07-16,Ratatouille,DVM,1,L,14,9,
2026-Jul,2026-07-16,Ratatouille,DVM,1,L,13,8,
2026-Jul,2026-07-16,Ratatouille,DVM,1,L,12,18,
2026-Jul,2026-07-16,Ratatouille,DVM,1,L,11,14,
2026-Jul,2026-07-16,Ratatouille,DVM,1,L,9,5,
2026-Jul,2026-07-16,Ratatouille,DVM,1,L,7,11,
2026-Jul,2026-07-16,Ratatouille,DVM,1,R,3,36,
2026-Jul,2026-07-16,Ratatouille,DVM,1,R,2,4,
2026-Jul,2026-07-16,Ratatouille,DVM,1,R,2,21,
2026-Jul,2026-07-16,Ratatouille,DVM,1,R,1,8,
2026-Jul,2026-07-16,Breaker,BW,2,L,17,20,
2026-Jul,2026-07-16,Breaker,BW,2,L,16,28,
2026-Jul,2026-07-16,Breaker,BW,2,L,14,35,
2026-Jul,2026-07-16,Breaker,BW,2,R,13,62,
2026-Jul,2026-07-16,Breaker,BW,2,L,11,39,
2026-Jul,2026-07-16,Breaker,BW,2,R,12,23,
2026-Jul,2026-07-16,Breaker,BW,2,L,10,24,
2026-Jul,2026-07-16,Breaker,BW,2,L,10,50,
2026-Jul,2026-07-16,Breaker,BW,2,L,9,59,
2026-Jul,2026-07-16,Breaker,BW,2,L,11,19,
2026-Jul,2026-07-16,Breaker,BW,2,R,12,9,
2026-Jul,2026-07-16,Breaker,BW,2,R,14,61,
2026-Jul,2026-07-16,Breaker,BW,2,R,14,46,
2026-Jul,2026-07-16,Breaker,BW,2,R,17,7,
2026-Jul,2026-07-16,Breaker,OP,1,L,6,48,
2026-Jul,2026-07-16,Breaker,OP,1,L,9,26,
2026-Jul,2026-07-16,Breaker,OP,1,L,9,48,
2026-Jul,2026-07-16,Breaker,OP,1,R,4,17,
2026-Jul,2026-07-16,Breaker,OP,1,R,4,50,
2026-Jul,2026-07-16,Breaker,OP,1,R,4,33,
2026-Jul,2026-07-16,Breaker,OP,1,R,4,36,
2026-Jul,2026-07-16,Breaker,OP,1,L,1,43,
2026-Jul,2026-07-16,Breaker,OP,1,L,1,40,
2026-Jul,2026-07-16,Breaker,OP,1,L,1,60,
2026-Jul,2026-07-16,Breaker,OP,1,R,17,4,
2026-Jul,2026-07-16,Breaker,OP,1,R,17,9,
2026-Jul,2026-07-16,Breaker,OP,1,R,17,11,
2026-Jul,2026-07-16,Breaker,OP,1,R,20,21,
2026-Jul,2026-07-16,Breaker,OP,1,R,20,11,
2026-Jul,2026-07-16,Ratatouille,OP,3,R,1,23,
2026-Jul,2026-07-16,Ratatouille,OP,3,R,1,18,
2026-Jul,2026-07-16,Ratatouille,OP,3,R,1,28,
2026-Jul,2026-07-16,Ratatouille,OP,3,R,1,25,
2026-Jul,2026-07-16,Ratatouille,OP,3,R,1,28,
2026-Jul,2026-07-16,Ratatouille,OP,3,R,7,59,
2026-Jul,2026-07-16,Ratatouille,OP,3,R,7,54,
2026-Jul,2026-07-16,Ratatouille,OP,3,R,16,41,
2026-Jul,2026-07-16,Ratatouille,OP,3,R,16,41,
2026-Jul,2026-07-16,Ratatouille,OP,3,L,17,21,
2026-Jul,2026-07-16,Ratatouille,OP,3,L,20,31,
2026-Jul,2026-07-16,Ratatouille,OP,3,L,20,35,
2026-Jul,2026-07-16,Ratatouille,OP,3,L,20,33,
2026-Jul,2026-07-16,Ratatouille,OP,3,L,20,50,
2026-Jul,2026-07-16,Ratatouille,OP,3,L,20,49,
